AAPL,AMZN,GOOG,MSFT,TSLA
41.47536849975586,75.01249694824219,53.579341888427734,86.14336395263672,22.341333389282227
41.61894226074219,76.18049621582031,54.17576217651367,86.68955993652344,22.22333335876465
41.58363342285156,76.88200378417969,54.380859375,86.39331817626953,21.8799991607666
41.197628021240234,77.25,55.10490036010742,86.89324951171875,22.15333366394043
41.647178649902344,77.59300231933594,55.91733932495117,87.42093658447266,21.940000534057617
42.36272048950195,78.94450378417969,57.60777282714844,89.37432098388672,21.81133270263672
42.772281646728516,79.91950225830078,57.82925796508789,89.5872573852539,23.034000396728516
42.36036682128906,79.40899658203125,56.521705627441406,87.40242767333984,22.78933334350586
42.000240325927734,79.55000305175781,57.083858489990234,86.88397979736328,21.775333404541016
42.04967498779297,79.11599731445312,57.08832550048828,87.1894760131836,21.706666946411133
41.90138244628906,78.58399963378906,56.400535583496094,87.57829284667969,21.42333221435547
41.26116943359375,77.24649810791016,54.61724090576172,85.9952392578125,20.90399932861328
41.2470588684082,79.32550048828125,54.5124626159668,86.21742248535156,20.703332901000977
40.31261444091797,79.09300231933594,54.17327880859375,85.61568450927734,21.101999282836914
39.74300003051758,77.24600219726562,52.09748077392578,83.1253662109375,20.606666564941406
38.822696685791016,74.77799987792969,50.73133087158203,80.70906066894531,20.1026668548584
40.665679931640625,77.79299926757812,52.302581787109375,86.81919860839844,20.278667449951172
39.62295913696289,74.85250091552734,49.913429260253906,82.8291015625,18.61199951171875
39.18516540527344,71.57099914550781,49.8866081237793,82.75503540039062,17.185333251953125
39.49116134643555,72.36699676513672,51.238861083984375,84.4954833984375,17.742000579833984
39.232234954833984,68.59950256347656,49.98146438598633,81.94960021972656,16.832000732421875
39.63473892211914,69.60250091552734,50.326107025146484,83.05127716064453,17.8353328704834
40.392635345458984,70.52850341796875,50.90862274169922,85.4768295288086,19.12933349609375
40.6727409362793,72.5875015258789,51.04121398925781,85.5230941772461,20.381332397460938
39.63238525390625,70.2614974975586,50.009765625,83.53268432617188,19.953332901000977
40.02545928955078,70.30400085449219,50.42741394042969,84.03260803222656,19.310667037963867
40.77866744995117,71.81099700927734,51.23141098022461,85.98596954345703,20.31333351135254
40.58799743652344,71.35250091552734,50.65187454223633,85.04168701171875,20.062000274658203
40.988136291503906,72.42500305175781,51.27461242675781,86.634033203125,19.60533332824707
41.127010345458984,71.53949737548828,51.113712310791016,86.171142578125,20.022666931152344
41.38356018066406,72.07499694824219,51.54624938964844,87.18023681640625,19.413999557495117
41.953182220458984,75.19149780273438,53.342960357666016,88.93920135498047,19.179332733154297
41.85902404785156,76.39199829101562,53.23966598510742,89.28174591064453,19.55666732788086
40.6727409362793,77.84549713134766,54.01536178588867,88.9762191772461,20.005332946777344
39.00627899169922,76.37449645996094,53.28336715698242,87.9486312866211,19.349332809448242
38.89330291748047,75.89299774169922,53.009742736816406,88.27265167236328,18.891332626342773
38.35194778442383,73.00450134277344,50.65237045288086,86.20817565917969,18.8973331451416
38.51906204223633,73.00849914550781,50.71196365356445,85.45826721191406,18.71266746520996
38.65321731567383,75.89800262451172,51.648555755615234,87.26356506347656,19.031999588012695
38.20602035522461,78.63099670410156,51.15245056152344,88.70777893066406,19.60533332824707
38.89802169799805,78.30650329589844,50.520774841308594,86.5784683227539,19.593332290649414
39.80186080932617,79.11299896240234,51.51298522949219,87.9486312866211,19.994667053222656
41.56010818481445,78.48400115966797,50.87088394165039,86.56920623779297,20.07666778564453
41.63542556762695,78.60399627685547,50.83810043334961,87.08763885498047,18.963333129882812
43.26891326904297,79.04750061035156,52.05427932739258,88.09676361083984,19.606000900268555
43.581974029541016,80.00700378417969,52.381038665771484,89.07807159423828,20.184667587280273
43.79145431518555,79.61949920654297,52.33734130859375,88.69850158691406,20.131332397460938
44.099788665771484,80.4000015258789,53.77003479003906,89.74466705322266,20.456666946411133
44.7306022644043,80.4540023803711,54.5055046081543,90.64263916015625,20.334667205810547
44.560482025146484,80.14550018310547,54.53976821899414,90.44822692871094,20.070667266845703
44.45650100708008,80.0770034790039,54.6361083984375,90.75373077392578,19.46466636657715
44.05246353149414,78.80599975585938,53.59474182128906,90.09642791748047,18.94533348083496
44.46360778808594,79.36399841308594,53.72087860107422,90.32887268066406,19.09866714477539
44.182430267333984,79.08799743652344,53.562957763671875,89.42699432373047,18.96933364868164
44.02174377441406,78.71849822998047,52.95561218261719,89.59434509277344,18.454666137695312
44.33363342285156,79.27300262451172,53.61211013793945,90.74727630615234,18.965999603271484
44.22258758544922,79.06999969482422,53.12296676635742,90.65428924560547,18.333999633789062
44.506134033203125,80.09300231933594,53.617584228515625,91.73287963867188,18.60466766357422
44.45650100708008,80.15350341796875,53.59523010253906,91.40744018554688,18.523332595825195
44.558109283447266,80.50749969482422,53.417449951171875,91.45390319824219,18.59000015258789
44.397430419921875,80.64350128173828,52.655662536621094,91.12850189208984,18.917333602905273
44.302921295166016,81.24449920654297,53.02711868286133,92.00249481201172,19.447999954223633
44.1540641784668,81.48100280761719,53.880775451660156,91.90019989013672,18.98200035095215
44.950340270996094,82.0770034790039,55.59455490112305,93.71330261230469,19.454666137695312
45.32603073120117,83.26349639892578,56.57733154296875,94.5315170288086,19.78266716003418
45.675716400146484,84.81749725341797,56.595699310302734,95.01499938964844,19.408666610717773
45.834022521972656,84.7874984741211,56.45764923095703,95.29391479492188,21.299999237060547
45.7111701965332,84.46499633789062,55.81106948852539,93.79698181152344,21.07266616821289
45.29530715942383,84.19950103759766,55.66258239746094,94.49432373046875,21.17733383178711
45.18425750732422,84.45600128173828,56.11548614501953,93.95503997802734,22.139999389648438
45.432350158691406,84.9375,56.57881164550781,94.19679260253906,22.851333618164062
45.05903244018555,85.24299621582031,56.353851318359375,93.76910400390625,22.985332489013672
45.08266067504883,86.19300079345703,57.2144660949707,94.2990493774414,23.847999572753906
44.619537353515625,85.79850006103516,57.22141647338867,93.09964752197266,23.878000259399414
44.595916748046875,86.18949890136719,58.27421188354492,93.77838897705078,24.722000122070312
43.87525177001953,86.73899841308594,58.00605010986328,93.77838897705078,23.503332138061523
44.06664276123047,87.50399780273438,58.09444046020508,94.71747589111328,24.148000717163086
43.82090377807617,86.51100158691406,57.48958206176758,94.03873443603516,23.167333602905273
43.69331741333008,85.78350067138672,57.381324768066406,93.3599853515625,22.242000579833984
43.04353713989258,83.15750122070312,55.85824966430664,91.48180389404297,22.200666427612305
43.57753372192383,84.55449676513672,55.54290771484375,92.12338256835938,22.799999237060547
43.51373291015625,83.02549743652344,54.82382583618164,90.69149017333984,22.96666717529297
43.830352783203125,85.07250213623047,55.33234786987305,91.70494079589844,23.32866668701172
43.73820495605469,84.98999786376953,55.40336608886719,91.6863784790039,22.863332748413086
44.227317810058594,85.68900299072266,55.98984909057617,92.98808288574219,22.33799934387207
43.457027435302734,84.697998046875,54.76969528198242,92.09547424316406,20.724000930786133
43.806724548339844,84.98650360107422,55.8314323425293,92.75560760498047,20.610666275024414
44.413963317871094,85.53150177001953,56.621028900146484,94.05732727050781,20.593332290649414
45.03067398071289,86.95099639892578,57.31031036376953,94.6988754272461,21.233999252319336
44.97633743286133,87.15350341796875,57.250221252441406,94.94992065429688,21.49799919128418
44.3927116394043,87.75,57.302860260009766,94.81976318359375,21.263999938964844
45.136985778808594,89.83100128173828,58.77180862426758,96.87458801269531,21.11400032043457
45.207881927490234,90.65149688720703,59.03699493408203,98.02751922607422,21.257999420166016
45.108642578125,91.12449645996094,58.79068374633789,97.54402923583984,20.67333221435547
45.23624038696289,92.19650268554688,59.53260040283203,98.51101684570312,21.512666702270508
44.98814010620117,92.14600372314453,59.38759231567383,97.73926544189453,21.59000015258789
45.33784484863281,90.64849853515625,58.94462203979492,97.06983184814453,21.34866714477539
45.23387145996094,90.68499755859375,58.84281921386719,98.80853271484375,20.905332565307617
45.274044036865234,90.0999984741211,59.865333557128906,100.38916778564453,20.213333129882812
45.60247802734375,91.46199798583984,61.9798583984375,100.10093688964844,19.82866668701172
46.03250503540039,93.18049621582031,62.755550384521484,103.04837036132812,20.582666397094727
45.88838195800781,90.4000015258789,62.9854736328125,101.9233169555664,20.44333267211914
45.125179290771484,90.8635025024414,61.504112243652344,100.11955261230469,19.812000274658203
44.87236404418945,88.96099853515625,60.572486877441406,97.97173309326172,19.344667434692383
44.96215057373047,88.87200164794922,60.44932556152344,98.63187408447266,19.875999450683594
47.61088180541992,89.8584976196289,60.58589553833008,98.81784057617188,20.055999755859375
49.0025749206543,91.71649932861328,60.89080810546875,100.01726531982422,23.30266761779785
49.14434051513672,91.16449737548828,60.76963806152344,100.45427703857422,23.211332321166992
49.3995361328125,92.38749694824219,60.8222770690918,100.53794860839844,22.799333572387695
48.936424255371094,93.1240005493164,61.68885040283203,101.23528289794922,25.30466651916504
48.96950149536133,94.32599639892578,61.85719680786133,101.80245208740234,24.689332962036133
49.35464096069336,94.9260025024414,62.03050994873047,101.9698257446289,23.496667861938477
49.207637786865234,94.31500244140625,61.45991134643555,101.34687042236328,23.69933319091797
49.52536392211914,94.80999755859375,61.33080291748047,100.61231231689453,23.76066780090332
49.7340202331543,95.98249816894531,61.682891845703125,101.8675537109375,23.176000595092773
49.85020446777344,94.13099670410156,60.306312561035156,100.48616027832031,22.57933235168457
50.580501556396484,94.32599639892578,59.914493560791016,100.46748352050781,22.363332748413086
51.590606689453125,94.11100006103516,59.639869689941406,100.4114990234375,20.366666793823242
51.08792495727539,93.83550262451172,59.978057861328125,99.74878692626953,20.562667846679688
50.98833465576172,94.1709976196289,59.672645568847656,98.91809844970703,21.459999084472656
50.99071502685547,95.24500274658203,59.95620346069336,99.9261474609375,21.44266700744629
51.095035552978516,95.1449966430664,59.85936737060547,100.39283752441406,21.34000015258789
51.253902435302734,95.26950073242188,60.61767578125,101.17686462402344,21.521333694458008
51.67595291137695,96.38400268554688,61.668983459472656,102.296875,21.284666061401367
52.09326934814453,96.64099884033203,61.13911056518555,102.91289520263672,20.790666580200195
52.87099838256836,99.90499877929688,62.04043960571289,104.55561828613281,20.333999633789062
53.3570671081543,100.11900329589844,61.53490447998047,104.49029541015625,20.209999084472656
53.973567962646484,100.635498046875,60.495513916015625,104.84497833251953,20.110666275024414
54.14665603637695,101.97550201416016,59.443214416503906,104.26630401611328,19.26333236694336
53.7933464050293,99.74099731445312,58.9207878112793,101.26084899902344,18.715999603271484
52.89944076538086,97.91549682617188,58.17390060424805,101.49419403076172,18.729999542236328
52.472652435302734,97.60350036621094,57.84565353393555,100.99950408935547,17.549333572387695
51.7684326171875,96.95050048828125,57.83620834350586,102.09156036376953,19.03333282470703
53.07727813720703,99.35749816894531,58.467891693115234,103.8276138305664,18.62933349609375
52.41810989379883,99.5,57.74582290649414,104.26630401611328,19.369333267211914
53.68428421020508,99.49349975585938,58.36708068847656,105.38633728027344,19.297332763671875
53.07490539550781,98.5094985961914,58.228031158447266,105.81568908691406,19.68000030517578
51.66173553466797,95.40149688720703,57.40963363647461,104.66763305664062,19.6560001373291
51.747093200683594,97.05249786376953,57.66637420654297,105.66632080078125,18.997333526611328
51.77790451049805,96.32099914550781,58.15652084350586,104.25695037841797,19.934667587280273
52.17152404785156,97.21499633789062,58.940155029296875,106.0023422241211,19.8886661529541
51.60956573486328,95.75050354003906,57.90822219848633,106.6463851928711,19.940000534057617
52.35171890258789,96.71800231933594,58.269744873046875,107.02904510498047,19.978666305541992
52.68367004394531,98.72750091552734,58.82991027832031,106.82369995117188,20.06599998474121
52.263980865478516,98.74250030517578,58.623329162597656,106.385009765625,20.6386661529541
53.338104248046875,100.64900207519531,59.32601547241211,106.78636932373047,20.501333236694336
53.525413513183594,100.1500015258789,59.267913818359375,106.74905395507812,17.65133285522461
53.885833740234375,100.21800231933594,59.35928726196289,107.90643310546875,20.713333129882812
54.36479568481445,98.56549835205078,59.59766387939453,107.47708892822266,20.06800079345703
55.02634048461914,97.63800048828125,59.73868942260742,107.4957504272461,19.65333366394043
54.05892562866211,95.47100067138672,58.012508392333984,105.2743148803711,18.788667678833008
53.18160629272461,94.48249816894531,57.474185943603516,104.6583023071289,17.463333129882812
53.05830764770508,93.22100067138672,57.05803680419922,103.46360778808594,16.70400047302246
53.7933464050293,93.51599884033203,56.553993225097656,104.7796401977539,17.520000457763672
51.301326751708984,87.76249694824219,53.69356155395508,99.08612823486328,17.125333786010742
50.848445892333984,85.96800231933594,53.599205017089844,98.8527603149414,16.815332412719727
52.664703369140625,89.43049621582031,55.12675476074219,102.26888275146484,17.25200080871582
51.538421630859375,88.04750061035156,54.24130630493164,100.43016052246094,17.305999755859375
52.674190521240234,90.99800109863281,55.682945251464844,103.60359954833984,18.439332962036133
52.44656753540039,91.58650207519531,55.40534210205078,103.33293151855469,18.118667602539062
51.220699310302734,88.53600311279297,54.02876663208008,101.27021026611328,17.5939998626709
52.000797271728516,88.20149993896484,54.45038604736328,101.41952514648438,17.333332061767578
52.31851577758789,89.46499633789062,54.683780670166016,102.32488250732422,17.39666748046875
52.811710357666016,88.43499755859375,54.80942916870117,100.8968276977539,19.609333038330078
51.000179290771484,83.20999908447266,52.17843246459961,95.50201416015625,19.233333587646484
52.11698532104492,89.1084976196289,54.406185150146484,101.0835189819336,20.99066734313965
51.28708267211914,82.1405029296875,53.20937728881836,99.83280181884766,22.059999465942383
50.32442855834961,76.94400024414062,50.657344818115234,96.93002319335938,22.323333740234375
50.57575988769531,76.52100372314453,51.45835494995117,96.81805419921875,21.99333381652832
51.894100189208984,79.90049743652344,53.472572326660156,99.69281005859375,22.488000869750977
52.6907958984375,83.27649688720703,53.136375427246094,98.86211395263672,22.95199966430664
49.19577407836914,83.27649688720703,52.53002166748047,99.08612823486328,23.0939998626709
47.7992057800293,81.38999938964844,51.651039123535156,100.34615325927734,22.760000228881836
48.316097259521484,82.1405029296875,52.43169021606445,100.54215240478516,22.737333297729492
49.781436920166016,87.77449798583984,54.29792404174805,104.4996566772461,23.21066665649414
49.60774612426758,87.74549865722656,53.75216293334961,104.30361938476562,23.426666259765625
48.6512336730957,85.62149810791016,52.9451789855957,102.26888275146484,23.367332458496094
46.200462341308594,81.84249877929688,51.57853317260742,99.74878692626953,22.0853328704834
45.73887252807617,81.55850219726562,51.450416564941406,99.81414031982422,22.582000732421875
44.44686508178711,79.95050048828125,51.82831954956055,98.39865112304688,22.933332443237305
45.543766021728516,80.97200012207031,52.87367248535156,100.56403350830078,23.229333877563477
46.04818344116211,79.67050170898438,52.71376419067383,101.51080322265625,23.62066650390625
44.223201751708984,75.614501953125,50.65336608886719,98.0705795288086,23.564666748046875
42.11030960083008,74.77300262451172,50.93940734863281,95.3427505493164,23.166000366210938
42.06272506713867,75.83650207519531,51.52788543701172,96.65511322021484,22.54599952697754
40.994380950927734,75.10299682617188,50.846046447753906,96.61761474609375,21.722000122070312
41.54877471923828,79.06649780273438,52.07463836669922,99.80476379394531,23.066667556762695
41.45835494995117,79.07099914550781,51.86557388305664,100.43280792236328,22.92799949645996
43.05255126953125,83.88749694824219,53.94236373901367,104.1636962890625,23.191333770751953
42.72181701660156,83.67849731445312,54.0451545715332,103.2918930053711,22.744667053222656
42.49100875854492,84.50849914550781,54.34957504272461,103.94805145263672,23.365333557128906
43.97574996948242,88.61799621582031,54.94549560546875,105.07295989990234,23.89933204650879
42.04132080078125,83.41999816894531,52.18389129638672,101.72642517089844,23.979999542236328
41.57256317138672,84.95950317382812,53.07330322265625,102.3544921875,24.20400047302246
40.0902099609375,81.45649719238281,51.47672653198242,98.25804138183594,23.864667892456055
40.35432052612305,82.05149841308594,51.62422180175781,100.85465240478516,24.343332290649414
40.1235237121582,82.16200256347656,52.23007583618164,101.79207611083984,24.450666427612305
40.2353630065918,83.177001953125,52.82251739501953,102.25137329101562,24.440000534057617
40.67554473876953,82.91899871826172,52.734127044677734,102.59819030761719,25.119333267211914
39.37401580810547,79.59549713134766,51.7508544921875,99.39228820800781,24.380666732788086
39.00760269165039,76.04550170898438,50.48104476928711,96.44888305664062,23.22800064086914
39.5144157409668,77.5739974975586,51.085906982421875,97.4612808227539,22.468666076660156
38.281883239746094,74.75399780273438,50.80284118652344,97.19879150390625,22.197999954223633
37.315860748291016,73.04149627685547,50.12746810913086,95.15528106689453,21.025333404541016
35.86442565917969,68.87249755859375,48.64411544799805,92.08061981201172,21.31800079345703
34.93647766113281,67.197998046875,48.479244232177734,88.23726654052734,19.69266700744629
37.39675521850586,73.54499816894531,51.619747161865234,94.2647476196289,21.73933219909668
37.154052734375,73.08200073242188,51.83925247192383,94.84593200683594,21.075332641601562
37.17310333251953,73.9010009765625,51.501564025878906,94.10536193847656,22.257999420166016
37.532379150390625,75.09850311279297,51.42855453491211,95.21154022216797,22.18666648864746
37.57520294189453,76.95649719238281,51.93708419799805,94.78971862792969,20.674667358398438
33.83243942260742,75.01399993896484,50.45771026611328,91.30258178710938,20.02400016784668
35.27671813964844,78.76950073242188,53.171630859375,95.54898071289062,21.179332733154297
35.198204040527344,81.47550201416016,53.056419372558594,95.67083740234375,22.33066749572754
35.86918640136719,82.8290023803711,53.44823455810547,96.36451721191406,22.356666564941406
36.47831344604492,82.97100067138672,53.36779022216797,97.74250030517578,22.568666458129883
36.59490203857422,82.81099700927734,53.15276336669922,97.11443328857422,22.99799919128418
36.23562240600586,82.02799987792969,52.50022888183594,96.36451721191406,23.150667190551758
35.690731048583984,80.8604965209961,51.87947463989258,95.6614761352539,22.293333053588867
36.42121505737305,83.72799682617188,53.49143600463867,98.43616485595703,22.961999893188477
36.86614227294922,84.18900299072266,53.68114471435547,98.78299713134766,23.06999969482422
37.08504867553711,84.66100311279297,54.124610900878906,99.4766845703125,23.15399932861328
37.313480377197266,84.80999755859375,54.53976821899414,100.96712493896484,20.150667190551758
36.47593307495117,81.6084976196289,53.162200927734375,99.064208984375,19.92799949645996
36.62344741821289,82.0009994506836,53.41297912597656,100.02974700927734,19.172666549682617
36.33317184448242,82.74649810791016,53.330047607421875,99.55167388916016,19.43400001525879
37.537132263183594,83.52850341796875,54.178741455078125,100.46092987060547,19.80266761779785
37.18975067138672,81.89450073242188,53.14034652709961,98.50178527832031,19.7586669921875
36.80428695678711,79.69400024414062,52.67055892944336,96.4957504272461,19.83066749572754
39.31929016113281,83.52149963378906,54.0828971862793,99.72039794921875,20.584667205810547
39.60243606567383,85.9365005493164,55.439117431640625,97.89248657226562,20.468000411987305
39.6214714050293,81.3115005493164,55.1600227355957,96.34576416015625,20.81399917602539
40.74692916870117,81.66549682617188,56.25503158569336,99.12047576904297,20.859333038330078
41.444087982177734,82.94049835205078,56.9100456237793,100.50782775878906,21.42333221435547
41.45835494995117,82.01300048828125,55.38250732421875,99.39228820800781,21.148000717163086
40.67316436767578,80.71849822998047,54.56211853027344,98.67987823486328,20.500667572021484
40.7209587097168,79.41100311279297,54.380859375,99.05484771728516,20.386667251586914
40.48678207397461,79.55000305175781,54.37837600708008,98.6611328125,20.856000900268555
40.83564376831055,81.90049743652344,55.687416076660156,100.19845581054688,20.78733253479004
40.66599655151367,82.0,55.62732696533203,100.12348937988281,20.544666290283203
40.81415557861328,81.13249969482422,55.702308654785156,100.20784759521484,20.251333236694336
40.72335433959961,80.39749908447266,55.30403518676758,101.4452133178711,20.525333404541016
40.84521484375,81.37899780273438,55.547874450683594,101.39834594726562,20.375999450683594
41.108070373535156,81.1050033569336,55.311485290527344,100.87115478515625,20.17066764831543
40.87627029418945,80.97200012207031,54.475704193115234,102.99871826171875,19.415332794189453
41.33268356323242,81.5780029296875,55.14115905761719,104.46731567382812,19.6473331451416
41.6337776184082,81.6500015258789,55.092987060546875,105.05097961425781,19.917999267578125
41.65768051147461,81.81999969482422,55.37753677368164,105.7758560180664,19.857332229614258
41.786705017089844,82.05449676513672,55.4232292175293,105.59700775146484,20.982667922973633
41.37569808959961,81.99150085449219,55.61540222167969,105.4651870727539,21.325332641601562
41.810604095458984,83.58650207519531,56.661746978759766,105.93589782714844,19.652666091918945
42.020896911621094,84.80850219726562,56.99993133544922,105.68171691894531,19.02400016784668
41.94441604614258,84.62149810791016,57.70660400390625,105.15452575683594,18.43600082397461
41.70307922363281,83.44750213623047,57.499515533447266,105.20160675048828,18.416000366210938
41.22038650512695,81.29750061035156,56.776466369628906,103.92131805419922,18.439332962036133
41.318363189697266,81.04000091552734,56.72779846191406,104.0342788696289,18.94266700744629
42.74971389770508,83.53099822998047,58.388427734375,106.21831512451172,19.39466667175293
43.230010986328125,83.65499877929688,59.2545051574707,106.9620132446289,18.890666961669922
43.42119216918945,84.54049682617188,59.260467529296875,107.79045867919922,19.263999938964844
43.90388107299805,84.31099700927734,58.874603271484375,107.87517547607422,19.33066749572754
44.474998474121094,85.61799621582031,58.820472717285156,109.1178207397461,18.36199951171875
44.92901611328125,87.10749816894531,58.810546875,110.6805648803711,17.965999603271484
44.57296371459961,88.09249877929688,59.53508377075195,110.75586700439453,17.83133316040039
44.96247100830078,89.8635025024414,60.78254699707031,110.63348388671875,18.239999771118164
46.61846160888672,90.96299743652344,61.15847396850586,113.17528533935547,18.26799964904785
45.6530647277832,88.2385025024414,59.865333557128906,110.19103240966797,17.635332107543945
45.10107421875,88.71299743652344,59.24457550048828,110.76529693603516,17.3613338470459
44.63507843017578,89.18800354003906,58.828426361083984,111.0006332397461,17.851333618164062
45.03654098510742,88.28500366210938,58.25236129760742,109.92744445800781,18.32200050354004
45.09628677368164,88.6709976196289,58.02739715576172,110.07805633544922,18.57466697692871
45.390201568603516,89.0374984741211,58.26676940917969,111.02886962890625,18.657333374023438
45.698463439941406,90.70950317382812,59.31558609008789,112.04558563232422,19.278667449951172
46.362770080566406,90.6989974975586,59.61653137207031,112.20564270019531,19.058666229248047
46.68059539794922,91.03500366210938,59.88618087768555,112.93991088867188,19.45400047302246
46.7618293762207,90.94300079345703,60.337100982666016,112.36566925048828,17.851999282836914
47.074867248535156,91.86399841308594,59.94725799560547,112.86460876464844,18.33066749572754
47.815643310546875,92.49299621582031,59.78288650512695,112.90226745605469,18.213333129882812
47.67225646972656,91.79199981689453,59.455631256103516,112.29034423828125,18.15399932861328
47.93989562988281,92.36650085449219,59.699462890625,113.14702606201172,18.40399932861328
47.540836334228516,92.20349884033203,59.82162857055664,113.27882385253906,17.89466667175293
47.5217170715332,92.15299987792969,60.47962188720703,113.86250305175781,17.84666633605957
47.60774612426758,92.24349975585938,60.6400260925293,113.95663452148438,17.7586669921875
47.612518310546875,93.1520004272461,60.939476013183594,113.69303131103516,18.224000930786133
48.5396842956543,93.24099731445312,61.396846771240234,114.63443756103516,18.082000732421875
48.71412658691406,93.08450317382812,61.39833450317383,116.14069366455078,18.21733283996582
48.874229431152344,94.3655014038086,62.017601013183594,116.50784301757812,17.516666412353516
49.57915496826172,96.1884994506836,62.79775619506836,118.0893783569336,17.593332290649414
49.5026969909668,95.0875015258789,62.373165130615234,117.6845703125,17.243999481201172
49.05345153808594,95.11250305175781,62.74312973022461,121.58197784423828,16.5086669921875
48.81926727294922,97.53150177001953,63.176666259765625,122.27861785888672,15.675999641418457
48.893341064453125,96.92150115966797,63.941436767578125,122.16566467285156,16.097999572753906
47.951847076416016,96.32599639892578,59.02010726928711,122.947021484375,15.912667274475098
50.305599212646484,95.57599639892578,58.007041931152344,120.38640594482422,15.600666999816895
49.97822189331055,95.04100036621094,57.73540496826172,118.81424713134766,16.273332595825195
50.59950637817383,98.12300109863281,58.867156982421875,121.34661102294922,17.00200080871582
49.818111419677734,97.52749633789062,59.06529998779297,120.64058685302734,17.022666931152344
48.47515869140625,96.05000305175781,58.305999755859375,118.16470336914062,16.470666885375977
48.484737396240234,95.88849639892578,57.91715621948242,118.15530395507812,16.32266616821289
47.96379470825195,94.99349975585938,57.72397994995117,118.14585876464844,16.131999969482422
47.2993278503418,94.4990005493164,57.81783676147461,119.68036651611328,15.968000411987305
44.55031967163086,91.13400268554688,56.216796875,116.12186431884766,15.133999824523926
45.25556945800781,92.00599670410156,55.6412353515625,117.42101287841797,15.487333297729492
45.79767990112305,93.55750274658203,57.81485366821289,119.07454681396484,15.463333129882812
45.59619140625,95.37850189208984,58.54834747314453,121.82415008544922,15.222000122070312
45.33712387084961,93.44999694824219,57.720008850097656,121.01154327392578,14.0686674118042
43.919429779052734,92.94850158691406,56.555477142333984,119.26351928710938,13.690667152404785
44.76140213012695,92.8759994506836,57.0908088684082,119.90604400634766,13.67199993133545
43.845069885253906,92.98400115966797,57.17970657348633,120.63360595703125,12.84866714477539
43.096656799316406,90.77400207519531,56.65082931518555,119.2257308959961,13.03266716003418
